4
2452
-1	-1	-1	7	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	15	11
-1	-1	6	2	10	-1	9	-1	-1	-1	-1	16	-1	13	-1	-1
11	-1	-1	10	-1	12	-1	13	1	2	-1	-1	-1	-1	7	-1
1	-1	-1	-1	-1	-1	-1	-1	13	-1	12	-1	4	-1	3	9
-1	13	-1	-1	-1	10	2	-1	-1	8	-1	-1	12	-1	9	6
-1	5	4	-1	11	-1	-1	8	-1	-1	-1	2	-1	-1	10	1
16	-1	2	9	6	7	-1	-1	-1	-1	-1	11	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	15	6	-1	13	-1	-1	-1	11	-1
-1	-1	-1	-1	-1	-1	-1	2	-1	-1	9	-1	11	12	-1	15
5	-1	-1	6	-1	-1	-1	16	-1	-1	-1	15	-1	3	-1	-1
-1	-1	-1	-1	-1	1	-1	7	10	-1	14	13	8	-1	-1	-1
-1	-1	1	-1	-1	-1	10	4	3	-1	6	8	-1	-1	5	-1
-1	16	10	-1	-1	11	6	-1	14	-1	7	-1	-1	9	1	8
-1	7	15	8	13	-1	-1	-1	-1	-1	-1	-1	3	10	-1	-1
2	-1	-1	-1	-1	14	12	-1	-1	-1	15	-1	16	-1	13	-1
9	-1	-1	14	-1	4	-1	10	-1	-1	-1	-1	-1	-1	-1	7
