4
2779
6	8	-1	-1	2	-1	-1	1	-1	11	-1	5	-1	13	-1	-1
-1	-1	9	-1	-1	13	3	-1	-1	14	16	1	6	5	-1	-1
-1	3	-1	-1	-1	-1	4	7	6	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1
-1	-1	3	-1	-1	-1	8	6	-1	-1	-1	-1	2	-1	16	-1
-1	-1	-1	13	-1	-1	9	-1	-1	6	11	-1	3	-1	-1	-1
11	9	6	-1	4	7	-1	-1	13	-1	5	-1	-1	-1	-1	12
-1	-1	4	-1	-1	16	-1	-1	-1	-1	-1	8	-1	-1	-1	5
13	-1	8	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	6	4
-1	7	16	-1	3	1	5	2	8	-1	13	-1	-1	15	12	-1
-1	-1	-1	-1	7	-1	16	-1	-1	3	-1	-1	-1	-1	11	-1
10	-1	-1	-1	-1	-1	13	-1	1	16	-1	12	-1	9	-1	-1
-1	-1	-1	9	-1	2	-1	-1	-1	-1	-1	15	-1	8	5	10
-1	5	-1	2	-1	-1	-1	-1	-1	13	-1	-1	11	-1	14	-1
3	-1	-1	10	16	-1	-1	11	-1	7	12	4	-1	-1	-1	1
-1	-1	15	-1	-1	9	14	-1	-1	-1	-1	-1	-1	12	-1	13
