4
2507
14	-1	-1	-1	-1	-1	11	-1	13	-1	-1	6	-1	2	-1	-1
1	12	-1	-1	-1	-1	13	8	-1	7	-1	10	-1	15	-1	-1
-1	13	-1	7	-1	16	-1	6	-1	2	-1	-1	-1	-1	-1	11
15	-1	-1	5	-1	2	-1	10	-1	-1	-1	-1	-1	4	12	-1
-1	-1	12	11	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	3	-1
-1	1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	9	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	8	11	13	5	-1	4	1
13	5	-1	9	-1	-1	-1	-1	-1	12	-1	16	-1	-1	11	6
-1	10	-1	-1	-1	-1	-1	-1	9	-1	7	-1	-1	6	14	2
-1	-1	8	-1	14	7	-1	-1	-1	-1	15	-1	1	10	-1	9
-1	9	-1	-1	-1	11	-1	5	14	-1	13	4	-1	-1	-1	12
5	-1	7	3	-1	-1	6	12	-1	10	1	-1	-1	-1	-1	16
11	16	-1	8	-1	-1	2	-1	7	-1	5	-1	-1	-1	-1	14
2	-1	9	-1	3	-1	14	-1	-1	-1	-1	-1	6	5	1	-1
-1	-1	-1	-1	1	6	-1	16	11	-1	-1	-1	-1	-1	10	-1
-1	6	-1	-1	15	-1	-1	-1	10	-1	-1	-1	12	-1	-1	8
