4
2964
-1	8	1	-1	-1	-1	5	12	2	-1	-1	15	-1	-1	9	-1
-1	-1	7	-1	8	14	-1	2	-1	3	-1	-1	13	-1	-1	1
-1	10	5	14	-1	-1	-1	-1	-1	9	7	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	4	-1	16	-1	14	-1	5	-1	-1	3	-1
-1	-1	-1	2	-1	7	-1	1	-1	-1	14	-1	-1	-1	4	-1
12	-1	13	-1	-1	-1	-1	-1	10	-1	-1	-1	6	-1	-1	11
3	-1	16	-1	14	11	-1	-1	-1	13	15	-1	-1	10	-1	12
8	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	1	-1	-1	-1	13
-1	-1	-1	-1	2	-1	-1	14	-1	-1	4	-1	-1	15	-1	-1
13	-1	-1	4	1	10	16	15	-1	-1	11	7	-1	-1	-1	6
-1	16	-1	-1	-1	-1	11	-1	-1	10	1	14	-1	5	-1	2
-1	-1	-1	9	-1	3	-1	-1	-1	-1	-1	16	8	4	-1	-1
-1	4	-1	8	-1	15	-1	9	-1	7	-1	-1	-1	-1	11	-1
-1	-1	12	1	-1	5	-1	-1	4	-1	13	10	9	7	-1	-1
14	-1	11	-1	-1	-1	13	-1	-1	5	8	-1	-1	-1	-1	16
5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1
