4
2205
8	-1	1	-1	7	4	-1	-1	-1	3	-1	-1	-1	2	10	-1
13	15	-1	3	-1	-1	2	-1	10	-1	9	5	-1	1	-1	-1
2	-1	11	4	-1	-1	8	-1	-1	-1	7	-1	14	5	-1	-1
-1	16	9	-1	3	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	3	-1	-1	-1	8	4	-1	-1	13	-1	-1
-1	-1	-1	-1	-1	-1	-1	4	-1	12	-1	-1	-1	-1	-1	11
1	-1	-1	5	-1	-1	14	10	-1	9	-1	-1	-1	-1	-1	12
-1	-1	-1	2	13	-1	-1	-1	7	6	1	14	-1	9	-1	10
-1	-1	-1	14	-1	12	9	11	-1	-1	3	-1	2	6	-1	5
4	-1	15	-1	-1	1	-1	6	8	-1	-1	-1	-1	-1	-1	9
-1	-1	-1	-1	-1	-1	10	-1	12	-1	-1	-1	-1	-1	-1	-1
11	9	3	-1	5	-1	-1	8	-1	-1	6	1	12	-1	14	-1
-1	7	-1	11	2	8	-1	-1	16	-1	-1	-1	-1	-1	-1	-1
9	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	3
3	-1	-1	-1	-1	-1	13	-1	5	7	10	12	-1	-1	6	1
-1	-1	5	6	-1	14	-1	7	-1	-1	-1	-1	-1	-1	11	-1
