4
2300
-1	-1	-1	-1	-1	-1	7	11	-1	-1	15	10	-1	-1	-1	-1
1	-1	9	3	8	-1	-1	-1	-1	-1	-1	-1	11	7	4	5
10	-1	16	-1	-1	-1	14	-1	1	-1	-1	-1	12	2	-1	-1
-1	-1	7	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	9	14	1
6	-1	-1	-1	-1	13	-1	15	-1	-1	5	-1	-1	-1	-1	-1
-1	-1	-1	7	14	-1	9	-1	-1	6	10	-1	16	8	1	-1
-1	-1	-1	11	4	-1	-1	-1	-1	3	-1	-1	-1	-1	13	-1
9	-1	-1	1	-1	16	-1	-1	15	13	-1	8	2	6	7	3
-1	-1	-1	16	-1	-1	-1	4	-1	-1	-1	-1	14	13	-1	-1
12	-1	13	-1	1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1
3	2	-1	-1	6	12	-1	-1	-1	8	9	15	-1	-1	11	-1
8	-1	-1	14	7	11	3	5	-1	16	-1	-1	-1	-1	-1	-1
-1	-1	8	4	10	-1	-1	-1	-1	-1	-1	-1	3	16	9	-1
11	-1	-1	13	3	-1	16	-1	-1	1	4	-1	6	-1	-1	14
-1	-1	-1	-1	9	5	13	-1	-1	-1	3	-1	-1	-1	10	2
5	-1	-1	9	15	-1	-1	14	6	-1	-1	13	-1	-1	-1	-1
