4
2435
-1	-1	-1	-1	-1	-1	1	11	15	-1	-1	13	-1	9	8	-1
-1	-1	-1	-1	-1	-1	8	-1	2	-1	-1	-1	-1	-1	-1	7
14	7	6	-1	-1	9	-1	2	-1	10	-1	-1	-1	-1	16	-1
-1	-1	-1	5	16	-1	-1	-1	-1	7	9	1	-1	12	-1	-1
-1	3	-1	-1	4	15	-1	-1	-1	11	-1	-1	-1	-1	-1	-1
-1	-1	-1	14	-1	-1	11	-1	16	-1	-1	-1	9	-1	6	-1
-1	-1	-1	-1	-1	-1	6	-1	-1	-1	3	8	-1	5	10	4
-1	-1	-1	-1	-1	-1	-1	-1	9	2	15	4	7	-1	-1	8
-1	-1	-1	-1	-1	8	-1	9	11	-1	-1	15	-1	-1	12	-1
-1	-1	-1	9	-1	-1	10	-1	7	5	-1	-1	-1	-1	11	6
-1	12	-1	-1	6	2	-1	16	-1	-1	14	-1	4	-1	9	-1
15	6	-1	-1	-1	-1	-1	-1	13	-1	-1	16	-1	7	-1	10
-1	15	5	7	-1	-1	12	-1	-1	3	8	-1	1	6	-1	9
9	-1	-1	10	-1	-1	4	3	6	-1	-1	-1	-1	-1	-1	13
16	13	3	-1	-1	-1	-1	15	-1	14	11	12	-1	10	-1	-1
-1	-1	11	-1	-1	7	14	-1	-1	-1	-1	-1	-1	-1	-1	5
