4
2471
-1	1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	13	11	8	-1
-1	-1	-1	6	11	-1	7	-1	-1	13	-1	-1	-1	-1	-1	2
-1	-1	-1	-1	-1	-1	-1	-1	10	-1	9	-1	7	-1	-1	-1
-1	8	7	15	-1	5	-1	10	-1	-1	-1	-1	-1	1	3	16
-1	-1	-1	8	-1	-1	-1	1	-1	-1	-1	4	-1	5	-1	-1
6	9	10	-1	-1	11	-1	7	-1	8	-1	-1	12	15	13	-1
15	-1	-1	2	-1	-1	-1	6	-1	-1	14	-1	-1	-1	4	11
-1	-1	1	-1	-1	-1	13	15	-1	-1	-1	11	-1	7	-1	-1
-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1
-1	-1	-1	16	15	-1	-1	-1	-1	7	-1	2	-1	-1	-1	12
10	-1	-1	-1	-1	-1	2	-1	-1	-1	3	6	-1	8	16	9
4	-1	11	12	-1	8	-1	-1	9	-1	13	14	-1	-1	6	3
12	-1	-1	9	-1	13	-1	-1	-1	10	-1	1	14	16	-1	-1
2	-1	-1	-1	-1	12	-1	11	5	9	-1	15	-1	-1	-1	4
-1	6	-1	-1	-1	14	4	2	11	-1	8	-1	-1	-1	5	-1
-1	-1	-1	-1	-1	15	8	3	-1	-1	6	-1	9	-1	-1	-1
