4
2395
3	8	-1	-1	-1	11	-1	-1	14	12	-1	-1	-1	-1	16	-1
-1	-1	4	13	-1	15	-1	-1	11	-1	-1	9	-1	-1	7	12
2	-1	-1	9	-1	-1	-1	-1	-1	-1	3	5	-1	-1	4	11
-1	14	6	-1	13	-1	1	-1	8	-1	-1	-1	10	2	-1	9
-1	-1	-1	2	12	1	-1	-1	-1	-1	7	-1	-1	11	3	-1
9	-1	-1	-1	-1	-1	4	11	-1	5	-1	-1	-1	1	-1	7
-1	-1	-1	1	-1	7	13	-1	10	-1	-1	-1	5	4	-1	-1
-1	-1	16	14	-1	10	5	-1	15	-1	-1	3	-1	-1	-1	-1
-1	9	-1	-1	-1	-1	-1	-1	-1	15	16	2	7	5	12	-1
-1	-1	-1	12	10	-1	-1	-1	-1	-1	-1	4	-1	16	-1	-1
-1	-1	-1	-1	-1	2	7	9	-1	-1	-1	14	-1	-1	-1	8
1	-1	-1	4	-1	-1	16	13	-1	10	-1	-1	-1	14	-1	-1
-1	5	-1	-1	-1	-1	-1	4	-1	9	-1	12	11	-1	-1	15
-1	-1	1	11	-1	14	-1	-1	6	-1	-1	-1	-1	7	-1	-1
10	6	-1	8	5	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1
4	-1	3	-1	8	-1	-1	10	-1	11	-1	1	-1	-1	-1	16
