4
2526
-1	-1	-1	6	-1	11	-1	8	-1	-1	14	-1	-1	-1	-1	-1
7	-1	14	-1	4	5	-1	-1	16	-1	-1	-1	3	-1	-1	12
-1	2	5	-1	16	-1	1	-1	4	-1	-1	-1	-1	-1	10	-1
-1	-1	16	-1	-1	-1	14	-1	-1	-1	3	10	-1	6	11	-1
2	-1	12	14	-1	-1	-1	5	-1	-1	10	-1	16	-1	-1	-1
-1	-1	-1	11	-1	-1	-1	15	-1	-1	5	-1	8	-1	-1	2
-1	-1	-1	-1	-1	-1	-1	6	1	-1	13	3	-1	12	4	14
5	-1	-1	3	10	1	-1	-1	-1	-1	-1	-1	-1	-1	15	9
-1	15	-1	-1	-1	-1	6	-1	-1	12	-1	16	-1	1	3	-1
-1	16	-1	12	-1	-1	9	11	2	13	-1	-1	-1	7	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	9	-1	4	-1	8
4	1	-1	-1	-1	-1	-1	-1	-1	8	6	-1	10	14	9	-1
10	5	9	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	12	-1
13	-1	-1	-1	-1	7	-1	12	-1	-1	-1	-1	1	-1	-1	-1
-1	6	-1	-1	5	3	10	-1	-1	1	-1	-1	-1	8	-1	-1
8	3	2	7	-1	-1	-1	-1	-1	15	9	-1	-1	11	-1	-1
