4
2973
-1	10	-1	12	-1	-1	16	-1	1	-1	9	-1	-1	4	-1	-1
-1	-1	-1	9	-1	-1	12	-1	-1	16	15	-1	13	-1	1	-1
-1	11	6	-1	7	10	-1	2	-1	-1	3	-1	8	14	-1	-1
-1	-1	5	3	-1	-1	-1	-1	-1	10	7	2	-1	-1	-1	-1
-1	-1	-1	5	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1
-1	16	-1	-1	-1	1	-1	-1	-1	7	10	-1	-1	-1	-1	8
6	-1	-1	-1	10	3	7	-1	15	-1	-1	8	4	-1	2	-1
-1	-1	1	10	-1	4	8	-1	-1	-1	-1	5	12	-1	-1	-1
-1	1	-1	-1	13	-1	-1	-1	2	-1	11	-1	-1	-1	7	3
-1	15	4	6	-1	-1	3	-1	-1	-1	-1	-1	11	-1	16	-1
-1	14	-1	-1	-1	2	-1	6	13	-1	-1	3	-1	-1	-1	-1
12	-1	-1	2	-1	-1	-1	11	6	1	-1	-1	14	-1	15	-1
-1	8	-1	-1	1	-1	2	16	-1	-1	14	15	3	7	-1	-1
5	-1	2	-1	-1	-1	11	9	-1	-1	-1	12	-1	-1	-1	-1
-1	13	-1	-1	-1	5	-1	4	7	-1	-1	-1	2	-1	11	-1
9	-1	-1	4	-1	-1	-1	-1	10	-1	1	-1	-1	-1	-1	15
