4
2357
-1	-1	16	-1	-1	-1	-1	1	-1	-1	-1	-1	14	3	-1	-1
-1	-1	3	11	2	6	15	-1	-1	14	7	-1	-1	-1	13	8
2	-1	-1	9	-1	13	-1	10	-1	16	-1	11	-1	-1	-1	15
14	-1	-1	-1	-1	4	-1	-1	15	2	-1	-1	-1	9	5	-1
16	-1	6	10	-1	15	-1	7	-1	-1	5	-1	-1	-1	-1	3
-1	12	-1	-1	-1	-1	-1	-1	-1	13	-1	1	-1	-1	-1	-1
-1	-1	9	-1	13	-1	-1	-1	11	-1	-1	6	-1	-1	10	-1
-1	-1	11	-1	4	-1	-1	-1	3	-1	-1	-1	-1	-1	8	13
6	-1	-1	-1	-1	-1	-1	15	5	-1	11	-1	3	-1	-1	-1
-1	-1	13	-1	-1	12	1	-1	-1	4	14	-1	-1	-1	16	-1
-1	8	-1	5	9	14	10	-1	-1	-1	-1	2	-1	-1	-1	-1
-1	15	-1	-1	16	7	-1	-1	-1	10	-1	13	6	2	-1	-1
7	-1	15	-1	-1	-1	-1	-1	-1	-1	6	-1	10	-1	-1	-1
-1	5	-1	-1	-1	11	-1	4	14	7	-1	-1	-1	16	-1	-1
-1	-1	2	4	7	-1	5	9	8	-1	-1	-1	15	14	-1	-1
-1	-1	10	1	-1	-1	14	8	-1	-1	13	-1	2	-1	11	-1
