4
2448
14	6	15	-1	-1	-1	12	-1	11	8	3	-1	-1	-1	-1	-1
13	-1	-1	-1	2	-1	11	-1	-1	-1	-1	-1	-1	15	14	-1
-1	12	-1	-1	-1	-1	-1	-1	-1	-1	2	7	1	-1	8	-1
-1	11	-1	-1	-1	-1	13	9	10	-1	1	15	-1	16	-1	-1
12	-1	4	15	11	-1	3	-1	9	-1	5	13	-1	-1	-1	16
-1	14	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	9	-1
-1	-1	10	16	9	-1	-1	1	-1	-1	15	-1	-1	-1	11	-1
11	-1	-1	1	5	-1	14	-1	-1	7	-1	-1	10	6	12	-1
-1	2	3	-1	1	6	-1	10	-1	12	-1	-1	7	-1	-1	-1
9	-1	16	-1	-1	-1	-1	-1	1	-1	-1	-1	2	-1	3	-1
7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1
-1	-1	-1	-1	14	-1	7	-1	-1	-1	10	5	-1	-1	-1	13
-1	-1	-1	-1	-1	8	-1	13	-1	-1	-1	12	14	-1	-1	-1
3	-1	-1	7	-1	-1	-1	2	-1	16	13	-1	-1	-1	10	12
16	1	-1	10	-1	-1	4	14	-1	-1	-1	9	-1	-1	-1	2
-1	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	7
