4
2330
-1	-1	6	-1	9	10	11	-1	-1	-1	13	15	-1	3	5	4
-1	3	2	-1	-1	4	-1	-1	16	8	-1	9	7	1	11	-1
-1	7	-1	10	-1	-1	-1	16	-1	-1	-1	-1	8	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	16
5	-1	-1	-1	7	-1	16	-1	11	6	-1	-1	1	-1	12	-1
-1	6	16	-1	10	3	-1	-1	-1	-1	-1	4	-1	-1	7	-1
-1	14	-1	-1	-1	-1	-1	9	5	-1	-1	3	4	-1	-1	-1
-1	-1	-1	15	11	2	-1	5	14	-1	-1	-1	3	-1	-1	8
-1	4	-1	-1	-1	11	-1	8	1	7	16	-1	-1	-1	14	-1
16	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	13	-1	-1
14	-1	-1	-1	1	-1	4	2	-1	-1	-1	-1	16	-1	-1	-1
-1	-1	-1	-1	-1	-1	7	14	-1	3	-1	-1	6	-1	-1	-1
12	13	-1	-1	-1	-1	9	10	-1	-1	8	-1	14	-1	6	1
-1	11	5	-1	-1	8	-1	-1	7	4	-1	-1	-1	-1	-1	10
-1	-1	-1	1	-1	-1	15	-1	-1	-1	3	-1	-1	-1	9	-1
-1	-1	9	8	6	13	-1	-1	-1	-1	15	-1	-1	-1	-1	-1
