4
2933
-1	-1	-1	-1	15	-1	-1	12	-1	-1	11	7	-1	-1	13	5
-1	3	-1	15	-1	4	8	-1	12	-1	-1	16	7	-1	-1	-1
-1	-1	2	-1	-1	13	16	-1	-1	-1	-1	-1	6	-1	-1	-1
-1	-1	-1	-1	-1	7	14	-1	-1	13	8	-1	12	-1	-1	-1
-1	-1	4	2	-1	1	-1	-1	-1	3	-1	-1	-1	13	10	-1
-1	-1	12	-1	-1	-1	-1	-1	10	9	16	5	-1	11	-1	-1
-1	16	-1	-1	-1	12	10	-1	-1	-1	-1	-1	-1	14	9	-1
3	-1	8	-1	2	-1	-1	-1	-1	-1	-1	12	4	15	16	-1
7	-1	-1	16	-1	-1	9	15	13	-1	2	-1	11	6	-1	8
-1	-1	-1	1	-1	-1	-1	14	-1	-1	-1	-1	13	-1	-1	4
-1	-1	9	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
-1	-1	-1	4	-1	5	6	-1	11	-1	7	10	16	-1	2	-1
-1	-1	-1	-1	-1	-1	12	16	-1	6	3	-1	-1	-1	-1	-1
-1	15	11	7	-1	6	2	9	16	1	-1	-1	-1	8	12	-1
-1	4	5	-1	-1	-1	11	8	-1	-1	-1	-1	3	-1	14	-1
-1	-1	-1	-1	-1	15	-1	-1	8	-1	-1	-1	-1	1	-1	-1
