4
2233
-1	-1	9	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	16	10
-1	-1	-1	-1	13	-1	-1	10	-1	3	-1	8	5	-1	-1	12
5	-1	-1	4	15	14	-1	-1	-1	-1	-1	-1	2	-1	-1	-1
-1	10	-1	-1	11	-1	-1	3	1	-1	-1	12	9	15	-1	4
2	15	-1	-1	-1	11	-1	-1	-1	-1	6	-1	-1	-1	14	7
-1	12	-1	10	-1	3	5	-1	-1	-1	-1	-1	-1	4	-1	11
3	16	-1	1	-1	10	-1	15	-1	13	-1	-1	-1	-1	-1	-1
11	-1	6	-1	2	7	-1	16	-1	1	10	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	2	-1	11	-1	-1	14	-1	-1	3	-1	-1
7	-1	-1	-1	8	15	-1	5	13	-1	-1	-1	-1	-1	9	2
-1	-1	-1	-1	9	4	-1	13	-1	-1	-1	11	-1	-1	-1	-1
4	-1	15	11	-1	16	10	-1	-1	-1	7	-1	6	12	-1	-1
-1	2	-1	-1	7	-1	-1	-1	9	-1	-1	13	-1	11	1	15
-1	6	8	-1	10	-1	-1	-1	12	-1	-1	-1	13	-1	7	-1
-1	7	-1	14	-1	-1	9	12	11	-1	-1	-1	16	6	-1	-1
-1	-1	-1	9	-1	-1	-1	-1	8	6	-1	-1	12	5	-1	-1
