4
2411
-1	-1	-1	4	-1	-1	2	-1	16	-1	8	-1	-1	-1	-1	-1
3	-1	12	-1	5	-1	-1	-1	-1	-1	-1	-1	11	7	-1	-1
6	-1	-1	-1	8	-1	3	16	2	-1	-1	13	12	10	-1	15
-1	13	-1	-1	-1	-1	14	-1	-1	-1	-1	12	3	-1	-1	2
-1	2	-1	-1	-1	11	-1	1	-1	8	9	-1	-1	-1	-1	16
-1	-1	6	-1	-1	-1	-1	-1	-1	15	-1	1	7	-1	-1	-1
-1	-1	-1	12	13	-1	7	6	-1	4	-1	-1	-1	-1	10	-1
13	-1	-1	-1	16	2	-1	-1	-1	-1	11	3	4	6	-1	12
4	6	-1	-1	9	-1	13	11	-1	-1	7	-1	2	-1	-1	-1
10	11	-1	-1	4	-1	6	-1	1	13	-1	16	15	12	3	-1
-1	8	-1	-1	2	-1	-1	10	5	11	-1	-1	14	-1	-1	-1
-1	-1	1	-1	-1	-1	-1	-1	-1	12	-1	10	9	-1	-1	-1
7	-1	13	11	-1	-1	-1	-1	3	9	-1	-1	16	-1	-1	-1
8	-1	-1	-1	3	16	4	-1	-1	-1	14	-1	-1	1	6	-1
-1	-1	14	9	-1	-1	-1	-1	6	16	-1	-1	-1	-1	-1	-1
-1	4	-1	-1	15	-1	1	-1	-1	-1	-1	-1	-1	-1	14	11
