4
2407
-1	6	-1	3	-1	-1	12	-1	-1	-1	-1	-1	4	-1	5	-1
-1	-1	-1	-1	-1	10	1	-1	15	12	-1	16	-1	-1	-1	-1
10	-1	-1	9	-1	-1	3	7	-1	-1	-1	14	-1	-1	-1	1
-1	4	16	8	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	12	11
6	-1	-1	15	12	2	-1	-1	-1	-1	16	-1	5	-1	-1	-1
-1	2	-1	-1	-1	9	-1	-1	-1	7	-1	-1	-1	4	14	8
7	-1	-1	13	6	14	-1	-1	1	-1	2	-1	11	3	9	-1
-1	-1	10	-1	16	-1	8	-1	13	15	11	-1	-1	-1	-1	-1
-1	-1	-1	-1	15	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1
13	-1	-1	14	-1	-1	6	-1	-1	5	-1	-1	7	9	15	-1
-1	10	7	-1	-1	-1	2	5	-1	13	-1	-1	14	-1	-1	-1
-1	-1	6	-1	-1	-1	13	-1	8	-1	3	-1	-1	2	-1	12
-1	16	-1	-1	9	-1	-1	6	3	-1	-1	7	2	-1	1	10
15	-1	-1	-1	-1	13	-1	1	-1	8	12	10	-1	-1	-1	7
-1	9	-1	-1	-1	16	-1	10	-1	2	5	-1	-1	-1	-1	-1
-1	5	-1	-1	-1	-1	14	-1	11	-1	-1	-1	-1	6	-1	-1
