4
2454
7	3	-1	-1	16	-1	-1	4	-1	-1	9	-1	1	10	-1	-1
-1	-1	-1	10	6	8	-1	2	-1	-1	7	-1	-1	-1	-1	12
14	-1	16	-1	-1	10	-1	-1	1	-1	-1	6	-1	-1	-1	-1
-1	-1	-1	8	-1	-1	14	3	-1	-1	-1	-1	-1	-1	-1	-1
-1	14	-1	-1	-1	11	-1	1	-1	-1	2	-1	6	-1	-1	-1
-1	-1	-1	-1	-1	6	5	10	4	3	-1	-1	9	-1	-1	-1
-1	-1	3	4	15	-1	-1	13	-1	-1	-1	12	5	16	-1	-1
1	6	-1	16	-1	-1	9	-1	-1	-1	-1	-1	-1	7	11	2
-1	4	-1	-1	-1	5	-1	12	-1	-1	-1	-1	15	14	13	-1
-1	15	8	-1	-1	-1	-1	-1	-1	2	1	-1	-1	5	10	4
-1	-1	-1	-1	10	-1	-1	14	16	11	13	-1	-1	-1	8	-1
-1	-1	-1	-1	9	-1	-1	-1	-1	-1	15	8	-1	11	-1	6
-1	-1	-1	5	8	-1	1	16	10	-1	-1	-1	4	15	6	-1
-1	1	-1	-1	-1	13	-1	11	2	-1	4	-1	10	-1	-1	-1
6	-1	-1	-1	-1	14	-1	-1	3	-1	11	-1	-1	-1	12	-1
4	9	12	-1	-1	-1	-1	-1	-1	13	5	-1	-1	-1	14	-1
