4
2211
7	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	10	8	6	15
-1	-1	12	13	-1	2	-1	-1	-1	-1	-1	-1	9	-1	-1	16
-1	5	1	11	8	-1	16	-1	-1	-1	-1	-1	-1	12	4	-1
-1	14	-1	16	-1	-1	-1	-1	-1	1	-1	3	-1	-1	-1	-1
-1	-1	15	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	11	-1	8	-1
-1	-1	-1	-1	-1	13	6	-1	15	-1	2	-1	-1	14	-1	12
1	8	-1	5	2	3	-1	-1	-1	-1	4	14	-1	16	7	-1
-1	12	-1	-1	-1	-1	-1	3	7	-1	-1	4	6	2	14	-1
-1	-1	-1	14	-1	16	15	-1	-1	-1	-1	-1	1	-1	13	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	13	3	-1	8	-1	-1	9
-1	-1	10	4	-1	6	-1	-1	-1	14	-1	8	-1	-1	15	5
8	-1	11	-1	-1	7	-1	14	10	-1	15	12	13	4	-1	-1
4	13	-1	-1	12	-1	9	10	-1	-1	-1	-1	5	-1	11	14
-1	-1	3	10	-1	-1	4	-1	11	-1	-1	9	-1	-1	-1	-1
-1	-1	2	-1	-1	15	8	11	-1	-1	-1	7	-1	-1	-1	10
