4
2291
-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	11	-1	-1	-1	-1	-1	-1	-1	4	-1	15	-1	-1	-1
-1	-1	-1	14	12	-1	-1	-1	-1	5	-1	15	-1	10	-1	4
12	9	5	-1	13	14	8	-1	11	-1	-1	-1	-1	16	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	12	-1	16	-1	5	-1	15	2
9	-1	3	-1	15	-1	-1	-1	-1	13	1	-1	-1	-1	14	-1
-1	-1	13	-1	9	-1	11	-1	7	-1	-1	4	-1	3	-1	-1
8	16	-1	2	-1	10	-1	-1	-1	3	-1	-1	4	6	-1	-1
-1	-1	8	-1	3	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	5
-1	5	6	13	2	-1	16	-1	-1	-1	12	8	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	6	8	-1	-1	10	7	-1	-1	4	-1
10	-1	12	-1	-1	-1	-1	-1	15	-1	-1	1	-1	-1	-1	3
15	-1	7	-1	-1	-1	-1	4	14	9	-1	-1	13	-1	6	11
11	12	-1	-1	-1	2	-1	-1	5	-1	13	-1	9	-1	-1	-1
-1	4	-1	8	-1	9	-1	-1	-1	7	-1	10	-1	5	16	-1
-1	-1	-1	10	-1	-1	-1	3	-1	16	2	6	1	-1	-1	15
